exit	participant_id	day	chordID	chord
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
	subj100	1	22911	untrained
0.06222222222222223	subj100	1	12129	untrained
0.06222222222222223	subj100	1	12129	untrained
0.06222222222222223	subj100	1	12129	untrained
-0.09999999999999998	subj100	1	12129	untrained
0.0511111111111111	subj100	1	12129	untrained
0.28	subj100	1	12129	untrained
0.29999999999999993	subj100	1	12129	untrained
-0.14666666666666667	subj100	1	12129	untrained
-0.10222222222222223	subj100	1	12129	untrained
-0.3333333333333333	subj100	1	12129	untrained
0.34444444444444444	subj100	1	12129	untrained
-0.14666666666666667	subj100	1	12129	untrained
-0.16666666666666663	subj100	1	12129	untrained
0.3888888888888889	subj100	1	12129	untrained
0.3888888888888889	subj100	1	12129	untrained
0.29999999999999993	subj100	1	12129	untrained
0.10222222222222223	subj100	1	12129	untrained
0.0511111111111111	subj100	1	12129	untrained
0.3	subj100	1	12129	untrained
0.26	subj100	1	12129	untrained
0.06222222222222223	subj100	1	12129	untrained
0.28	subj100	1	12129	untrained
0.12666666666666668	subj100	1	12129	untrained
0.12666666666666668	subj100	1	12129	untrained
0.3333333333333333	subj100	1	12129	untrained
-0.0511111111111111	subj100	1	12129	untrained
-0.27999999999999997	subj100	1	12129	untrained
-0.0511111111111111	subj100	1	12129	untrained
0.26	subj100	1	12129	untrained
0.3555555555555555	subj100	1	12129	untrained
0.24000000000000002	subj100	1	12129	untrained
0.14666666666666667	subj100	1	12129	untrained
0.12666666666666668	subj100	1	12129	untrained
-0.26	subj100	1	12129	untrained
0.12222222222222222	subj100	1	12129	untrained
0.34444444444444444	subj100	1	12129	untrained
0.3555555555555555	subj100	1	12129	untrained
0.3555555555555555	subj100	1	12129	untrained
0.34444444444444444	subj100	1	12129	untrained
0.34444444444444444	subj100	1	12129	untrained
0.12666666666666668	subj100	1	12129	untrained
0.011111111111111096	subj100	1	12129	untrained
-0.011111111111111096	subj100	1	12129	untrained
0.34444444444444444	subj100	1	12129	untrained
0.3555555555555555	subj100	1	12129	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
	subj100	1	12291	untrained
0.016521739130434778	subj100	2	91211	untrained
0.27652173913043476	subj100	2	91211	untrained
0.21043478260869564	subj100	2	91211	untrained
-0.03304347826086957	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.22695652173913045	subj100	2	91211	untrained
0.22695652173913045	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
-0.14434782608695654	subj100	2	91211	untrained
-0.14434782608695654	subj100	2	91211	untrained
-0.21043478260869572	subj100	2	91211	untrained
0.21043478260869564	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.03304347826086957	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
-0.14434782608695654	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.14434782608695654	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.21043478260869572	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.03304347826086957	subj100	2	91211	untrained
-0.21043478260869572	subj100	2	91211	untrained
-0.21043478260869572	subj100	2	91211	untrained
-0.03304347826086957	subj100	2	91211	untrained
-0.14434782608695654	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.21043478260869572	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.22695652173913045	subj100	2	91211	untrained
0.27652173913043476	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.22695652173913045	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
-0.0991304347826087	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.27652173913043476	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.49130434782608695	subj100	2	91211	untrained
-0.14434782608695654	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
-0.3756521739130435	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
-0.016521739130434778	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
-0.0991304347826087	subj100	2	91211	untrained
0.21043478260869572	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.0991304347826087	subj100	2	91211	untrained
0.49130434782608695	subj100	2	91211	untrained
0.13478260869565217	subj100	2	91211	untrained
0.34782608695652173	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.14434782608695654	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
-0.0991304347826087	subj100	2	91211	untrained
-0.49130434782608695	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.21043478260869564	subj100	2	91211	untrained
-0.0991304347826087	subj100	2	91211	untrained
0.21043478260869572	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.0991304347826087	subj100	2	91211	untrained
0.34782608695652173	subj100	2	91211	untrained
-0.13478260869565217	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3591304347826087	subj100	2	91211	untrained
0.14434782608695654	subj100	2	91211	untrained
-0.34782608695652173	subj100	2	91211	untrained
0.016521739130434778	subj100	2	91211	untrained
0.03304347826086957	subj100	2	91211	untrained
0.03304347826086957	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.03304347826086957	subj100	2	91211	untrained
0.22695652173913045	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
-0.18173913043478263	subj100	2	91211	untrained
0.21043478260869564	subj100	2	91211	untrained
0.18173913043478263	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
0.3756521739130435	subj100	2	91211	untrained
0.3095652173913043	subj100	2	91211	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
	subj100	2	92122	untrained
0.3247058823529412	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
-0.07764705882352943	subj100	2	29212	untrained
-0.3247058823529412	subj100	2	29212	untrained
-0.07764705882352943	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.07764705882352943	subj100	2	29212	untrained
-0.20470588235294115	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.07764705882352943	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
-0.2529411764705882	subj100	2	29212	untrained
-0.18235294117647058	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
-0.28941176470588237	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.4094117647058823	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.20470588235294115	subj100	2	29212	untrained
0.4094117647058823	subj100	2	29212	untrained
-0.3247058823529412	subj100	2	29212	untrained
0.18235294117647058	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
-0.4094117647058823	subj100	2	29212	untrained
-0.20470588235294115	subj100	2	29212	untrained
0.4094117647058824	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.4094117647058823	subj100	2	29212	untrained
0.4094117647058823	subj100	2	29212	untrained
0.4094117647058824	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
-0.20470588235294115	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
0.4094117647058824	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
-0.28941176470588237	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
0.1623529411764706	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
-0.18235294117647058	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
-0.2529411764705882	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.3247058823529412	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
-0.43529411764705883	subj100	2	29212	untrained
0.2529411764705882	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
-0.1623529411764706	subj100	2	29212	untrained
-0.28941176470588237	subj100	2	29212	untrained
-0.4094117647058823	subj100	2	29212	untrained
0.3247058823529412	subj100	2	29212	untrained
0.43529411764705883	subj100	2	29212	untrained
0.28941176470588237	subj100	2	29212	untrained
0.4094117647058823	subj100	2	29212	untrained
-0.28941176470588237	subj100	2	29212	untrained
0.4094117647058824	subj100	2	29212	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
	subj100	2	22911	untrained
